cardinality,distribution_normal,distribution_skewed,distribution_uniform,method_cl,method_mr,method_original,method_rl,method_rs,method_sp,build_cost,query_cost
3200,1,0,0,0,0,1,0,0,0,2,5
4,0,0,1,0,0,0,0,0,1,5,4
128,0,1,0,0,1,0,0,0,0,6,2
800,1,0,0,0,0,0,0,1,0,3,5
1,0,1,0,0,0,1,0,0,0,3,2
800,0,1,0,1,0,0,0,0,0,1,4
4,0,1,0,0,0,1,0,0,0,3,4
400,0,0,1,0,0,0,0,0,1,5,1
4,0,0,1,0,0,1,0,0,0,3,2
1,0,1,0,0,0,0,0,1,0,4,3
6400,0,0,1,0,0,1,0,0,0,2,5
128,0,0,1,0,0,0,0,0,1,5,4
400,0,1,0,0,0,0,0,0,1,5,1
400,1,0,0,0,0,0,0,1,0,3,5
400,0,1,0,0,0,0,0,1,0,4,6
400,1,0,0,0,0,1,0,0,0,2,2
2,0,0,1,0,0,0,0,0,1,4,3
400,1,0,0,1,0,0,0,0,0,1,4
128,1,0,0,1,0,0,0,0,0,1,2
800,0,0,1,1,0,0,0,0,0,1,4
64,1,0,0,1,0,0,0,0,0,1,5
2,1,0,0,0,0,0,0,0,1,3,3
16,1,0,0,1,0,0,0,0,0,1,2
4,0,0,1,0,0,0,0,1,0,4,5
200,1,0,0,0,0,0,0,0,1,4,3
64,0,1,0,0,0,1,0,0,0,3,2
1600,0,0,1,0,0,0,0,1,0,3,5
1,0,0,1,0,1,0,0,0,0,6,6
128,1,0,0,0,1,0,0,0,0,5,1
16,1,0,0,0,0,1,0,0,0,2,3
3200,0,0,1,0,0,0,0,0,1,4,1
2,0,0,1,0,0,1,0,0,0,3,5
200,0,0,1,0,1,0,0,0,0,6,1
1600,0,0,1,1,0,0,0,0,0,1,4
4,0,1,0,0,0,0,1,0,0,1,6
6400,0,1,0,0,0,0,0,1,0,3,5
6400,1,0,0,0,0,1,0,0,0,2,5
4,1,0,0,0,0,0,0,0,1,4,4
3200,0,0,1,0,1,0,0,0,0,5,2
1,1,0,0,0,0,0,0,1,0,4,3
800,0,1,0,0,1,0,0,0,0,5,3
2,0,1,0,0,0,1,0,0,0,3,2
1,0,1,0,0,0,0,0,0,1,5,4
400,0,1,0,0,0,1,0,0,0,2,2
1600,0,1,0,1,0,0,0,0,0,1,5
32,0,1,0,0,1,0,0,0,0,6,4
32,0,0,1,0,1,0,0,0,0,6,1
4,0,1,0,0,0,0,0,1,0,4,5
400,1,0,0,0,1,0,0,0,0,5,1
3200,0,1,0,0,0,0,1,0,0,4,3
8,0,0,1,1,0,0,0,0,0,2,3
1600,0,1,0,0,0,1,0,0,0,2,3
128,1,0,0,0,0,0,0,0,1,4,3
2,0,1,0,1,0,0,0,0,0,2,6
8,1,0,0,0,0,0,0,0,1,4,2
16,1,0,0,0,1,0,0,0,0,5,4
4,0,1,0,0,0,0,0,0,1,5,2
16,1,0,0,0,1,0,0,0,0,5,4
8,0,1,0,0,1,0,0,0,0,6,5
8,0,1,0,0,0,1,0,0,0,3,1
2,0,0,1,0,1,0,0,0,0,6,4
8,1,0,0,1,0,0,0,0,0,1,1
4,1,0,0,0,1,0,0,0,0,5,1
4,0,0,1,0,1,0,0,0,0,6,1
4,0,1,0,1,0,0,0,0,0,2,3
64,0,0,1,1,0,0,0,0,0,1,6
128,0,0,1,0,0,0,0,1,0,4,6
128,1,0,0,0,0,0,0,1,0,3,5
6400,0,1,0,0,0,0,0,0,1,5,2
200,0,1,0,0,0,0,0,1,0,4,6
16,1,0,0,0,0,0,0,0,1,4,1
800,0,1,0,0,0,1,0,0,0,2,1
16,0,0,1,1,0,0,0,0,0,2,4
64,0,0,1,0,0,1,0,0,0,3,2
800,1,0,0,1,0,0,0,0,0,1,4
8,0,0,1,0,0,1,0,0,0,3,4
64,0,0,1,0,0,0,0,1,0,4,5
4,0,1,0,0,1,0,0,0,0,6,1
64,0,1,0,1,0,0,0,0,0,1,6
2,1,0,0,0,0,0,0,1,0,4,5
200,0,0,1,1,0,0,0,0,0,1,2
128,0,0,1,0,0,1,0,0,0,3,3
8,0,1,0,0,0,0,0,1,0,4,6
8,0,0,1,0,0,0,0,0,1,4,2
32,0,0,1,0,0,0,0,1,0,4,6
800,1,0,0,0,0,0,0,0,1,4,2
200,0,1,0,0,0,1,0,0,0,2,3
8,0,0,1,0,0,0,0,1,0,5,6
1600,0,0,1,0,0,1,0,0,0,2,2
128,0,1,0,0,0,1,0,0,0,3,1
8,0,1,0,0,0,0,0,0,1,5,3
2,0,0,1,1,0,0,0,0,0,2,6
200,0,0,1,0,0,0,0,1,0,4,6
8,0,0,1,0,0,0,1,0,0,1,5
800,1,0,0,0,0,1,0,0,0,2,3
6400,1,0,0,0,1,0,0,0,0,5,2
16,0,0,1,0,0,0,0,1,0,4,6
128,0,1,0,1,0,0,0,0,0,1,4
1600,0,0,1,0,1,0,0,0,0,5,3
1600,0,1,0,0,0,0,0,0,1,5,2
200,0,1,0,1,0,0,0,0,0,1,4
16,1,0,0,0,0,0,0,1,0,3,5
4,1,0,0,0,0,0,0,1,0,3,5
6400,1,0,0,0,0,0,0,1,0,3,4
2,1,0,0,0,1,0,0,0,0,5,1
16,0,1,0,0,1,0,0,0,0,6,3
32,0,1,0,0,0,1,0,0,0,3,1
6400,0,1,0,0,0,0,1,0,0,4,4
16,0,1,0,1,0,0,0,0,0,2,4
1,0,1,0,0,0,0,1,0,0,1,1
200,0,1,0,0,0,0,1,0,0,3,5
1,0,1,0,1,0,0,0,0,0,2,5
64,0,0,1,0,1,0,0,0,0,6,1
3200,0,1,0,0,0,0,0,0,1,5,2
800,0,1,0,0,0,0,0,1,0,3,5
3200,1,0,0,1,0,0,0,0,0,1,3
2,0,1,0,0,0,0,0,1,0,5,1
32,0,1,0,0,0,0,0,0,1,5,2
8,1,0,0,0,0,1,0,0,0,2,3
64,0,1,0,0,0,0,0,0,1,5,1
3200,0,0,1,1,0,0,0,0,0,1,3
3200,1,0,0,0,0,0,0,1,0,3,4
16,1,0,0,0,0,1,0,0,0,2,1
1,0,0,1,0,0,0,1,0,0,1,5
400,0,1,0,0,0,0,1,0,0,3,5
16,0,1,0,0,0,0,0,0,1,5,2
64,1,0,0,0,0,1,0,0,0,2,3
200,1,0,0,0,1,0,0,0,0,5,1
1600,0,1,0,0,1,0,0,0,0,6,1
400,0,0,1,0,0,0,1,0,0,3,5
800,0,0,1,0,0,1,0,0,0,2,2
6400,1,0,0,0,0,0,0,0,1,4,1
16,0,0,1,0,0,0,0,0,1,5,3
8,0,0,1,0,1,0,0,0,0,6,1
1600,1,0,0,0,1,0,0,0,0,5,1
1,1,0,0,1,0,0,0,0,0,1,4
64,0,0,1,0,0,0,0,0,1,5,3
1,0,0,1,1,0,0,0,0,0,3,1
1600,0,1,0,0,0,0,1,0,0,3,4
6400,0,0,1,0,1,0,0,0,0,5,2
16,1,0,0,0,0,0,0,1,0,3,5
128,0,0,1,0,1,0,0,0,0,6,1
4,0,0,1,1,0,0,0,0,0,2,3
1,1,0,0,0,1,0,0,0,0,5,5
16,0,1,0,0,0,0,0,1,0,4,6
400,1,0,0,0,0,0,0,0,1,4,3
2,0,1,0,0,0,0,0,0,1,4,3
32,0,1,0,0,0,0,0,1,0,4,5
3200,0,0,1,0,0,0,0,1,0,3,4
64,0,1,0,0,0,0,0,1,0,4,3
128,0,1,0,0,0,0,0,1,0,4,6
800,0,0,1,0,0,0,0,1,0,3,5
1600,1,0,0,0,0,0,0,1,0,3,5
64,0,0,1,0,0,0,1,0,0,2,4
64,1,0,0,0,1,0,0,0,0,5,1
400,0,0,1,0,0,1,0,0,0,2,3
1,0,0,1,0,0,1,0,0,0,2,2
1600,0,0,1,0,0,0,0,0,1,4,1
400,0,1,0,1,0,0,0,0,0,1,4
3200,0,1,0,0,0,0,0,1,0,3,5
16,0,0,1,0,1,0,0,0,0,6,1
200,0,1,0,0,1,0,0,0,0,6,2
16,0,0,1,0,0,0,1,0,0,1,5
6400,0,1,0,0,0,1,0,0,0,2,6
3200,0,1,0,0,0,1,0,0,0,2,6
800,1,0,0,0,1,0,0,0,0,5,1
32,0,0,1,1,0,0,0,0,0,1,4
32,0,0,1,0,0,1,0,0,0,3,5
2,0,1,0,0,1,0,0,0,0,6,5
6400,1,0,0,1,0,0,0,0,0,1,3
1,0,0,1,0,0,0,0,0,1,4,3
6400,0,0,1,0,0,0,0,0,1,4,1
2,0,0,1,0,0,0,1,0,0,1,1
1,0,1,0,0,1,0,0,0,0,6,6
16,0,1,0,0,0,0,1,0,0,1,5
3200,1,0,0,0,1,0,0,0,0,5,1
2,0,0,1,0,0,0,0,1,0,5,2
200,0,0,1,0,0,1,0,0,0,2,5
32,0,0,1,0,0,0,0,0,1,5,3
128,1,0,0,0,0,1,0,0,0,2,4
3200,1,0,0,0,0,0,0,0,1,4,2
8,0,1,0,0,0,0,1,0,0,1,4
3200,0,1,0,1,0,0,0,0,0,1,4
800,0,0,1,0,1,0,0,0,0,5,3
64,1,0,0,0,0,0,0,1,0,3,4
16,1,0,0,1,0,0,0,0,0,1,3
64,0,1,0,0,1,0,0,0,0,6,5
16,1,0,0,0,0,0,0,0,1,4,2
2,0,1,0,0,0,0,1,0,0,1,4
1600,1,0,0,1,0,0,0,0,0,1,4
6400,0,0,1,0,0,0,0,1,0,3,4
1,1,0,0,0,0,1,0,0,0,2,2
128,0,1,0,0,0,0,0,0,1,5,3
32,0,1,0,1,0,0,0,0,0,1,3
32,0,0,1,0,0,0,1,0,0,2,2
200,1,0,0,0,0,0,0,1,0,3,5
128,0,0,1,0,0,0,1,0,0,2,5
3200,0,1,0,0,1,0,0,0,0,6,1
6400,0,0,1,1,0,0,0,0,0,1,3
200,1,0,0,0,0,1,0,0,0,2,2
200,0,1,0,0,0,0,0,0,1,5,1
200,0,0,1,0,0,0,0,0,1,5,4
32,0,1,0,0,0,0,1,0,0,2,6
1600,1,0,0,0,0,1,0,0,0,2,2
1600,1,0,0,0,0,0,0,0,1,4,3
400,0,1,0,0,1,0,0,0,0,6,3
800,0,0,1,0,0,0,0,0,1,4,1
400,0,0,1,1,0,0,0,0,0,1,4
8,0,1,0,1,0,0,0,0,0,2,2
1,0,0,1,0,0,0,0,1,0,5,4
64,0,1,0,0,0,0,1,0,0,2,4
16,0,0,1,0,0,1,0,0,0,3,2
4,1,0,0,0,0,1,0,0,0,2,2
16,0,1,0,0,0,1,0,0,0,3,1
4,0,0,1,0,0,0,1,0,0,1,6
400,0,0,1,0,0,0,0,1,0,4,6
8,1,0,0,0,1,0,0,0,0,5,4
200,1,0,0,1,0,0,0,0,0,1,4
128,0,0,1,1,0,0,0,0,0,1,2
200,0,0,1,0,0,0,1,0,0,3,3
2,1,0,0,0,0,1,0,0,0,2,2
6400,0,1,0,0,1,0,0,0,0,6,1
8,1,0,0,0,0,0,0,1,0,3,5
6400,0,1,0,1,0,0,0,0,0,1,3
64,1,0,0,0,0,0,0,0,1,4,2
4,1,0,0,1,0,0,0,0,0,1,3
1,1,0,0,0,0,0,0,0,1,3,1
2,1,0,0,1,0,0,0,0,0,1,4
800,0,1,0,0,0,0,0,0,1,4,2
400,0,0,1,0,1,0,0,0,0,6,2
128,0,1,0,0,0,0,1,0,0,2,5
3200,0,0,1,0,0,1,0,0,0,2,5
1600,0,1,0,0,0,0,0,1,0,4,6
